term,contrast,null.value,estimate,conf.low,conf.high,adj.p.value
Conditions:act,Rest:ACTT (wrist)-7 km.h-1:ACTT (hip),0,-190.60732159092237,-200.5873531154858,-180.62729006635894,0
Conditions:act,3 km.h-1:ACTT (wrist)-7 km.h-1:ACTT (hip),0,-120.20515430997148,-130.1851858345349,-110.22512278540803,0
Conditions:act,5 km.h-1:ACTT (wrist)-7 km.h-1:ACTT (hip),0,-98.15922077158463,-108.13925229614807,-88.17918924702118,0
Conditions:act,7 km.h-1:ACTT (wrist)-7 km.h-1:ACTT (hip),0,-2.2877489092944927,-12.267780433857931,7.692282615268946,0.9999994159229114
Conditions:act,9 km.h-1:ACTT (wrist)-7 km.h-1:ACTT (hip),0,42.677555859619076,32.60554053320287,52.74957118603528,0
Conditions:act,Rest:GT3X+ (wrist)-7 km.h-1:ACTT (hip),0,-192.04513347596003,-202.02516500052346,-182.0651019513966,0
Conditions:act,3 km.h-1:GT3X+ (wrist)-7 km.h-1:ACTT (hip),0,-148.3596584332638,-158.33968995782723,-138.37962690870037,0
Conditions:act,5 km.h-1:GT3X+ (wrist)-7 km.h-1:ACTT (hip),0,-124.574536521789,-134.55456804635244,-114.59450499722556,0
Conditions:act,7 km.h-1:GT3X+ (wrist)-7 km.h-1:ACTT (hip),0,-68.27146416935103,-78.25149569391448,-58.2914326447876,0
Conditions:act,9 km.h-1:GT3X+ (wrist)-7 km.h-1:ACTT (hip),0,-43.26564417652895,-53.33765950294516,-33.193628850112745,0
Conditions:act,Rest:ACTT (wrist)-9 km.h-1:ACTT (hip),0,-220.83950651503028,-230.9115218414465,-210.76749118861406,0
Conditions:act,3 km.h-1:ACTT (wrist)-9 km.h-1:ACTT (hip),0,-150.4373392340794,-160.5093545604956,-140.36532390766317,0
Conditions:act,5 km.h-1:ACTT (wrist)-9 km.h-1:ACTT (hip),0,-128.39140569569253,-138.46342102210875,-118.31939036927632,0
Conditions:act,7 km.h-1:ACTT (wrist)-9 km.h-1:ACTT (hip),0,-32.519933833402405,-42.59194915981861,-22.447918506986195,0
Conditions:act,9 km.h-1:ACTT (wrist)-9 km.h-1:ACTT (hip),0,12.445370935511164,2.2822042912094993,22.60853757981283,0.002457378423013301
Conditions:act,Rest:GT3X+ (wrist)-9 km.h-1:ACTT (hip),0,-222.27731840006794,-232.34933372648416,-212.20530307365172,0
Conditions:act,3 km.h-1:GT3X+ (wrist)-9 km.h-1:ACTT (hip),0,-178.59184335737172,-188.66385868378794,-168.5198280309555,0
Conditions:act,5 km.h-1:GT3X+ (wrist)-9 km.h-1:ACTT (hip),0,-154.80672144589693,-164.87873677231315,-144.7347061194807,0
Conditions:act,7 km.h-1:GT3X+ (wrist)-9 km.h-1:ACTT (hip),0,-98.50364909345895,-108.57566441987515,-88.43163376704274,0
Conditions:act,9 km.h-1:GT3X+ (wrist)-9 km.h-1:ACTT (hip),0,-73.49782910063686,-83.66099574493853,-63.334662456335195,0
Conditions:act,3 km.h-1:ACTT (wrist)-Rest:ACTT (wrist),0,70.40216728095089,60.422135756387455,80.38219880551434,0
Conditions:act,5 km.h-1:ACTT (wrist)-Rest:ACTT (wrist),0,92.44810081933774,82.4680692947743,102.42813234390118,0
Conditions:act,7 km.h-1:ACTT (wrist)-Rest:ACTT (wrist),0,188.31957268162787,178.33954115706445,198.2996042061913,0
Conditions:act,9 km.h-1:ACTT (wrist)-Rest:ACTT (wrist),0,233.28487745054144,223.21286212412522,243.35689277695766,0
Conditions:act,Rest:GT3X+ (wrist)-Rest:ACTT (wrist),0,-1.4378118850376604,-11.4178434096011,8.542219639525777,0.9999999998289653
Conditions:act,3 km.h-1:GT3X+ (wrist)-Rest:ACTT (wrist),0,42.24766315765856,32.26763163309512,52.227694682221994,0
Conditions:act,5 km.h-1:GT3X+ (wrist)-Rest:ACTT (wrist),0,66.03278506913337,56.05275354456993,76.01281659369681,0
Conditions:act,7 km.h-1:GT3X+ (wrist)-Rest:ACTT (wrist),0,122.33585742157133,112.35582589700789,132.31588894613478,0
Conditions:act,9 km.h-1:GT3X+ (wrist)-Rest:ACTT (wrist),0,147.34167741439342,137.2696620879772,157.41369274080964,0
Conditions:act,5 km.h-1:ACTT (wrist)-3 km.h-1:ACTT (wrist),0,22.045933538386848,12.06590201382341,32.025965062950284,2.0771162567712054e-12
Conditions:act,7 km.h-1:ACTT (wrist)-3 km.h-1:ACTT (wrist),0,117.91740540067698,107.93737387611354,127.89743692524043,0
Conditions:act,9 km.h-1:ACTT (wrist)-3 km.h-1:ACTT (wrist),0,162.88271016959055,152.81069484317433,172.95472549600677,0
Conditions:act,Rest:GT3X+ (wrist)-3 km.h-1:ACTT (wrist),0,-71.83997916598855,-81.820010690552,-61.859947641425116,0
Conditions:act,3 km.h-1:GT3X+ (wrist)-3 km.h-1:ACTT (wrist),0,-28.15450412329234,-38.13453564785578,-18.174472598728904,1.538769112130467e-13
Conditions:act,5 km.h-1:GT3X+ (wrist)-3 km.h-1:ACTT (wrist),0,-4.369382211817523,-14.349413736380962,5.610649312745915,0.9922476252393007
